"id"	"linked__id"	"status"	"name"	"synonyms"	"usage"	"symbols_drugTarget"	"id@ncit"	"def@ncit"	"codes_atc"
"DRUG-000458"		"curated"	"Valacyclovir"	"256U87 Hydrochloride#BW-256U87#Valacyclovir Hydrochloride#Valtrex#Zelitrex"	"clinical"		"C28235"	"The hydrochloride salt of the L-valyl ester of the antiviral drug acyclovir. Orally administered, valacyclovir is rapidly converted to acyclovir which inhibits viral DNA replication after further conversion to the nucleotide analog acyclovir triphosphate by viral thymidine kinase, cellular guanyl cyclase, and a number of other cellular enzymes. Acyclovir triphosphate competitively inhibits viral DNA polymerase; incorporates into and terminates the growing viral DNA chain; and inactivates viral DNA polymerase. The greater antiviral activity of acyclovir against herpes simplex virus (HSV) compared with varicella-zoster virus (VZV) is due to its more efficient phosphorylation by HSV thymidine kinase."	
"DRUG-000459"		"curated"	"Valganciclovir"	"Ro 107-9070/194#Ro107-9070/194#RS 079070-194#RS-079070-194#Valcyt#Valcyte#Valganciclovir Hydrochloride"	"clinical"		"C2629"	"A synthetic prodrug of ganciclovir, a nucleoside analogue of 2'-deoxyguanosine, with antiviral activity. After phosphorylation, valganciclovir is incorporated into DNA, resulting in inhibition of viral DNA polymerase, viral DNA synthesis, and viral replication. (NCI04)"	"J05AB14"
"DRUG-000241"		"curated"	"Valrubicin"	"AD 32#AD-32#N-Trifluoroacetyladriamycin-14-valerate#Valstar#Valtaxin"	"clinical"		"C1340"	"A semisynthetic derivative of the antineoplastic anthracycline antibiotic doxorubicin. With a mechanism of action that appears to differ from doxorubicin, valrubicin is converted intracytoplasmically into N-trifluoroacetyladriamycin, which interacts with topoisomerase II, stabilizing the complex between the enzyme and DNA; consequently, DNA replication and repair and RNA and protein synthesis are inhibited and the cell cycle is arrested in the G2 phase. In addition, this agent accumulates in the cell cytoplasm where it inhibits protein kinase C (PKC). Valrubicin is less cardiotoxic than doxorubicin when administered systemically; applied topically, this agent shows excellent tissue penetration. Structurally, the trifluoro-acetyl moiety on the amino group of the glycoside and the valerate moiety appear to result in a lipophilicity that is greater than of doxorubicin, resulting in increased intracytoplasmic concentrations."	"L01DB09"
"DRUG-000460"		"curated"	"Vandetanib"	"AZD6474#Caprelsa#Zactima#ZD-6474#ZD6474"	"clinical"	"EGFR"	"C2737"	"An orally bioavailable 4-anilinoquinazoline. Vandetanib selectively inhibits the tyrosine kinase activity of vascular endothelial growth factor receptor 2 (VEGFR2), thereby blocking VEGF-stimulated endothelial cell proliferation and migration and reducing tumor vessel permeability. This agent also blocks the tyrosine kinase activity of epidermal growth factor receptor (EGFR), a receptor tyrosine kinase that mediates tumor cell proliferation and migration and angiogenesis."	"L01EX04"
"DRUG-001162"		"curated"	"Vandortuzumab Vedotin"	"DSTP3086S#MSTP2109A#RG7450#Thio-anti-STEAP1-MC-vc-PAB-MMAE"	"clinical"	"STEAP1"	"C116748"	"An antibody-drug conjugate (ADC) composed of a humanized monoclonal antibody directed against the six transmembrane epithelial antigen of the prostate 1 (STEAP1), and conjugated, via a protease-cleavable peptide linker, to monomethyl auristatin E (MMAE), an auristatin derivative and a potent microtubule disrupting agent, with potential antineoplastic activity. Upon administration of vandortuzumab vedotin, the monoclonal antibody moiety of vandortuzumab vedotin binds to STEAP1-expressing tumor cells and is internalized, thereby delivering MMAE intracellularly. Proteolytic cleavage releases MMAE, which then binds to tubulin and inhibits its polymerization, resulting in G2/M phase arrest and tumor cell apoptosis. STEAP1, a tumor-associated antigen (TAA), is overexpressed in a variety of cancer cell types."	
"DRUG-000176"		"curated"	"Varlilumab"	"CDX 1127#CDX-1127"	"clinical"	"CD27"	"C99127"	"A human agonistic monoclonal antibody (MoAb) specific for CD27, with potential immunostimulating and antineoplastic activity. Upon administration of varlilumab, this MoAb binds to CD27 and may potentiate the immune response by increasing the cytotoxic T-lymphocyte (CTL) response against CD27-expressing tumor cells. This may lead to growth inhibition of CD27-expressing tumor cells. In addition, this agent may increase the proliferation and activation of antigen-specific T lymphocytes upon co-administration of TAA-containing vaccines, such as dendritic cell vaccines. CD27, a co-stimulatory molecule and member of the tumor necrosis factor family overexpressed in certain tumor cell types, is constitutively expressed on mature T-lymphocytes, memory B cells and natural killer cells and plays an important role in NK cell mediated cytolytic activity and T and B lymphocyte proliferation and activation."	
"DRUG-000469"		"curated"	"Volasertib"	"BI 6727#BI-6727#Polo-like Kinase 1 Inhibitor BI 6727"	"clinical"	"PLK1"	"C79844"	"A dihydropteridinone Polo-like kinase 1 (Plk1) inhibitor with potential antineoplastic activity. Volasertib selectively inhibits Plk1, inducing selective G2/M arrest followed by apoptosis in a variety of tumor cells while causing reversible cell arrest at the G1 and G2 stage without apoptosis in normal cells. Plk1, named after the polo gene of Drosophila melanogaster, is a serine/threonine protein kinase involved in regulating mitotic spindle function in a non-ATP competitive manner."	
"DRUG-010646"		"curated"	"Varlitinib"	"AR00334543 Ditosilate#AR00334543 Ditosylate#ARRY-334543#ARRY-334543 Ditosylate#ARRY-543 Ditosilate#ARRY-543 Ditosylate#Varlitinib Tosylate"	"clinical"	"EGFR"	"C62530"	"An orally bioavailable inhibitor of the epidermal growth factor receptor family with potential antineoplastic activity. Varlitinib selectively and reversibly binds to both EGFR (ErbB-1) and Her-2/neu (ErbB-2) and prevents their phosphorylation and activation, which may result in inhibition of the associated signal transduction pathways, inhibition of cellular proliferation and cell death. EGFR and Her-2 play important roles in cell proliferation and differentiation and are upregulated in various human tumor cell types. Due to the dual inhibition of both EGFR and Her-2, this agent may be therapeutically more effective than agents that inhibit EGFR or Her-2 alone."	
"DRUG-008540"		"curated"	"Vatalanib"	"CGP 79787#CGP 79787D#CGP-79787#PTK 787#PTK-787#PTK787#PTK787/ZK 222584#Vatalanib Succinate#ZK 222584#ZK-232934"	"clinical"	"FLT1#FLT4#KDR"	"C1868"	"An orally bioavailable anilinophthalazine with potential antineoplastic activity.  Vatalanib binds to and inhibits the protein kinase domain of vascular endothelial growth factor receptors 1 and 2; both receptor tyrosine kinases are involved in angiogenesis.  This agent also binds to and inhibits related receptor tyrosine kinases, including platelet-derived growth factor (PDGF) receptor, c-Kit, and c-Fms."	
"DRUG-002029"		"curated"	"Vebreltinib"	"APL-101#APL101#Bozitinib#CBI-3103#CBT-101#PLB-1001#PLB1001"	"clinical"	"MET"	"C129717"	"An orally bioavailable inhibitor of the proto-oncogene c-Met (hepatocyte growth factor receptor; HGFR) with potential antineoplastic activity. Upon administration, vebreltinib selectively binds to c-Met, thereby inhibiting c-Met phosphorylation and disrupting c-Met signal transduction pathways. This may induce cell death in tumor cells overexpressing or expressing constitutively activated c-Met protein. c-Met, a receptor tyrosine kinase overexpressed or mutated in many tumor cell types, plays key roles in tumor cell proliferation, survival, invasion, metastasis, and tumor angiogenesis."	
"DRUG-002304"		"curated"	"Vecabrutinib"	"BIIB-062#BIIB062#BSK-4841#FP-182#SNS 062#SNS-062#SNS062"	"clinical"	"BTK"	"C136416"	"An orally available second-generation, reversible inhibitor of Bruton's tyrosine kinase (BTK; Bruton agammaglobulinemia tyrosine kinase), with potential antineoplastic activity. Upon administration, vecabrutinib non-covalently binds to and inhibits the activity of both wild-type and the C481S mutated form of BTK, a resistance mutation in the BTK active site in which cysteine is substituted for serine at residue 481. This prevents the activation of the B-cell antigen receptor (BCR) signaling pathway and BTK-mediated activation of downstream survival pathways. This leads to an inhibition of the growth of malignant B-cells that overexpress BTK. Compared to other BTK inhibitors, SNS-062 does not require interaction with the BTK C481 site and inhibits the proliferation of cells harboring the BTK C481S mutation. Other irreversible BTK inhibitors covalently bind to the C481 site to inhibit BTK's activity; the C481S mutation prevents that binding. BTK, a member of the Src-related BTK/Tec family of cytoplasmic tyrosine kinases, is overexpressed in B-cell malignancies; it plays an important role in the development, activation, signaling, proliferation and survival of B-lymphocytes."	
"DRUG-000461"		"curated"	"Veliparib"	"ABT-888#PARP-1 inhibitor ABT-888"	"clinical"	"PARP1"	"C60768"	"A poly(ADP-ribose) polymerase (PARP) -1 and -2 inhibitor with chemosensitizing and antitumor activities. With no antiproliferative effects as a single agent at therapeutic concentrations, ABT-888 inhibits PARPs, thereby inhibiting DNA repair and potentiating the cytotoxicity of DNA-damaging agents. PARP nuclear enzymes are activated by DNA single or double strand breaks, resulting in the poly(ADP-ribosyl)ation of other nuclear DNA binding proteins involved in DNA repair; poly(ADP-ribosyl)ation contributes to efficient DNA repair and to survival of proliferating cells exposed to mild genotoxic stresses as induced by as oxidants, alkylating agents or ionizing radiation."	"L01XK05"
"DRUG-000462"		"curated"	"Veltuzumab"	"Anti-CD20 Monoclonal Antibody hA20#hA20#HCD20#IMMU-106#MoAb hA20#Monoclonal Antibody hA20"	"clinical"	"MS4A1"	"C48406"	"A humanized monoclonal antibody directed against the CD20 antigen with potential antineoplastic activity. Following binding, veltuzumab triggers complement-dependent cell lysis (CDCL) and antibody-dependent cell-mediated cytotoxicity (ADCC) in cells that overexpress CD20. CD20 antigen is a hydrophobic transmembrane protein located on pre-B and mature B lymphocytes."	
"DRUG-000463"		"curated"	"Vemurafenib"	"PLX-4032#PLX4032#RG 7204#RG7204#RO 5185426#Zelboraf"	"clinical"	"BRAF"	"C64768"	"An orally bioavailable, ATP-competitive, small-molecule inhibitor of BRAF(V600E) kinase with potential antineoplastic activity. Vemurafenib selectively binds to the ATP-binding site of BRAF(V600E) kinase and inhibits its activity, which may result in an inhibition of an over-activated MAPK signaling pathway downstream in BRAF(V600E) kinase-expressing tumor cells and a reduction in tumor cell proliferation. Approximately 90% of BRAF gene mutations involve a valine-to-glutamic acid mutation at residue 600 (V600E); the oncogene protein product, BRAF(V600E) kinase, exhibits a markedly elevated activity that over-activates the MAPK signaling pathway. The BRAF(V600E) gene mutation has been found to occur in approximately 60% of melanomas, and in about 8% of all solid tumors, including melanoma, colorectal, thyroid and other cancers."	"L01EC01"
"DRUG-007282"		"curated"	"Venadaparib"	"IDX 1197#IDX-1197#IDX1197"	"clinical"	"PARP2#PARP1"	"C175871"	"An orally bioavailable inhibitor of the nuclear enzymes poly(ADP-ribose) polymerase (PARP) 1 and 2, with potential antineoplastic activity. Upon administration, venadaparib selectively binds to PARP-1 and -2 and prevents PARP-1 and -2 mediated DNA repair of single-strand DNA (ssDNA) breaks via the base-excision repair pathway. This promotes the conversion of ssDNA breaks to double-stranded DNA breaks, promotes genomic instability and eventually leads to apoptosis. PARP catalyzes post-translational ADP-ribosylation of nuclear proteins that signal and recruit other proteins to repair damaged DNA and is activated by ssDNA breaks."	
"DRUG-000464"		"curated"	"Venetoclax"	"ABT-0199#ABT-199#ABT199#GDC-0199#RG7601#Venclexta#Venclyxto"	"clinical"	"BCL2"	"C103147"	"An orally bioavailable, selective small molecule inhibitor of the anti-apoptotic protein Bcl-2, with potential antineoplastic activity. Venetoclax mimics BH3-only proteins, the native ligands of Bcl-2 and apoptosis activators, by binding to the hydrophobic groove of Bcl-2 proteins thereby repressing Bcl-2 activity and restoring apoptotic processes in tumor cells. Bcl-2 protein is overexpressed in some cancers and plays an important role in the regulation of apoptosis; its expression is associated with increased drug resistance and tumor cell survival. Compared to the Bcl-2 inhibitor navitoclax, this agent does not inhibit bcl-XL and does not cause bcl-XL-mediated thrombocytopenia."	"L01XX52"
"DRUG-000177"		"curated"	"Vorapaxar"		"clinical"		"C152912"		"B01AC26"
"DRUG-007287"		"curated"	"Vimseltinib"	"CSF1R Inhibitor DCC-3014#DCC 3014#DCC-3014#DCC3014#DP-6865"	"clinical"	"CSF1R"	"C175876"	"An orally bioavailable inhibitor of the tyrosine kinase receptor colony stimulating factor 1 receptor (CSF1R; CSF-1R; C-FMS; CD115; M-CSFR), with potential antineoplastic, macrophage checkpoint-inhibitory and immunomodulating activities. Upon administration, vimseltinib targets and binds to CSF1R expressed on monocytes, macrophages, and osteoclasts and inhibits the binding of the CSF1R ligands colony-stimulating factor-1 (CSF-1) and interleukin-34 (IL-34), to CSF1R. This prevents CSF1R activation and CSF1R-mediated signaling in these cells. This blocks the production of inflammatory mediators by macrophages and monocytes and reduces inflammation. By blocking the recruitment to the tumor microenvironment (TME) and activity of CSF1R-dependent tumor-associated macrophages (TAMs), vimseltinib inhibits the immunomodulating activity by macrophages and enhances T-cell infiltration and anti-tumor T-cell immune responses, which inhibits the proliferation of tumor cells. TAMs play key roles in the TME and allow for immune suppression; TAMs promote inflammation, tumor cell proliferation, angiogenesis, invasiveness and survival."	
"DRUG-000465"		"curated"	"Vinblastine"	"29060 LE#29060-LE#Exal#Velban#Velbe#Velsar#vinblastine sulfate#Vincaleucoblastine#VINCALEUKOBLASTINE#VLB"	"clinical"		"C930"	"A natural alkaloid isolated from the plant Vinca rosea Linn. Vinblastine binds to tubulin and inhibits microtubule formation, resulting in disruption of mitotic spindle assembly and arrest of tumor cells in the M phase of the cell cycle. This agent may also interfere with amino acid, cyclic AMP, and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis. (NCI04)"	
"DRUG-000466"		"curated"	"Vincristine"	"22-Oxovincaleukoblastine#Kyocristine#Leurocristine#Leurocristine sulfate#Oncovin#VCR#Vincasar#Vincasar PFS#Vincosid#Vincrex#vincristine sulfate#Vincrystine"	"clinical"		"C933"	"A natural alkaloid isolated from the plant Vinca rosea Linn. Vincristine binds irreversibly to microtubules and spindle proteins in S phase of the cell cycle and interferes with the formation of the mitotic spindle, thereby arresting tumor cells in metaphase. This agent also depolymerizes microtubules and may also interfere with amino acid, cyclic AMP, and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis. (NCI04)"	
"DRUG-000242"		"curated"	"Vindesine"	"Compound 112531#DAVA#Deacetyl Vinblastine Carboxamide#Deacetylvinblastine Carboxamide#Desacetyl Vinblastine Amide Sulfate#Desacetylvinblastine Amide#DVA#Eldisin#Eldisine#Enison#Gesidine#Lilly CT-3231#LY-099094#VDS#Vindesine sulfate#Vindesine Sulphate#Vindesini Sulfas"	"clinical"		"C934"	"A synthetic derivative of vinblastine, a naturally occurring vinca alkaloid. Vindesine binds to and stabilizes tubulin, thereby interrupting tubulin polymerization and preventing the formation of the mitotic spindle and cell division; treated cells are unable to undergo mitosis and are arrested in metaphase. This agent also disrupts macromolecular synthesis. (NCI04)"	
"DRUG-000243"		"curated"	"Vinflunine"	"Javlor#Vinflunine Ditartrate"	"clinical"		"C61564"	"A bi-fluorinated derivative of the semi-synthetic vinca alkaloid vinorelbine with antitubulin, antineoplastic, and antiangiogenic activities. Vinflunine inhibits tubulin assembly without any stablization of assembled microtubules at concentrations comparable to those of other vinca alkaloids such as vincristine, vinblastine and vinorelbine; this effect on microtubule dynamics results in cell cycle arrest in mitosis and apoptosis. Compared to other vinca alkaloids, this agent binds weakly to the vinca-binding site, indicating that vinflunine may exhibit reduced neurotoxicity."	
"DRUG-000467"		"curated"	"Vinorelbine"	"Biovelbin#Dihydroxydeoxynorvinkaleukoblastine#Eunades#KW-2307#Navelbine#Navelbine ditartrate#NVB#Vinorelbine Ditartrate#vinorelbine tartrate"	"clinical"		"C1275"	"A semisynthetic vinca alkaloid. Vinorelbine binds to tubulin and prevents formation of the mitotic spindle, resulting in the arrest of tumor cell growth in metaphase. This agent may also interfere with amino acid, cyclic AMP. and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis."	
"DRUG-000468"		"curated"	"Vismodegib"	"Erivedge#GDC-0449#Hedgehog Antagonist GDC-0449"	"clinical"	"SMO"	"C74038"	"An orally bioavailable small molecule with potential antineoplastic activity. Hedgehog antagonist GDC-0449 targets the Hedgehog signaling pathway, blocking the activities of the Hedgehog-ligand cell surface receptors PTCH and/or SMO and suppressing Hedgehog signaling. The Hedgehog signaling pathway plays an important role in tissue growth and repair; aberrant constitutive activation of Hedgehog pathway signaling and uncontrolled cellular proliferation may be associated with mutations in the Hedgehog-ligand cell surface receptors PTCH and SMO."	"L01XJ01"
"DRUG-004189"		"curated"	"Vobramitamab Duocarmazine"	"Anti-B7H3 ADC|Anti-B7H3 Antibody-drug Conjugate MGC018|MG-C018|MGC 018|MGC018"	"clinical"	"CD276"	"C159495"	"An antibody-drug conjugate (ADC) comprised of vobamitamab, an anti-B7-homolog 3 (B7-H3, CD276) humanized immunoglobulin G1 (IgG1)/kappa monoclonal antibody, conjugated to the cleavable linker-duocarmycin payload duocarmazine (valine-citrulline-seco duocarmycin hydroxybenzamide azaindole; vc-seco-DUBA), with potential antineoplastic activity. Upon administration of vobramitamab duocarmazine, vobramitamab specifically targets and binds to the cell surface antigen B7-H3, leading to internalization of the ADC by B7-H3-expressing tumor cells. The vc linker is cleaved inside the tumor cell by proteases, thereby releasing the duocarmycin payload. Duocarmycin binds to the minor groove of DNA, alkylates adenine at the N3 position, and induces cell death. B7-H3, a type I transmembrane protein and a member of the B7 co-stimulatory protein superfamily, is overexpressed on certain tumor cell types and on various immune cells but is minimally expressed by normal human tissues. B7-H3 is a negative regulator of T-cell activation and its overexpression plays a key role in immuno-evasion, tumor cell invasion and metastasis, and its expression is correlated with poor prognosis."	
"DRUG-001191"		"curated"	"Vofatamab"	"B-701#MFGR-1877S#MFGR1877A#MFGR1877S#RG-7444"	"clinical"	"FGFR3"	"C116863"	"A human immunoglobulin G1 (IgG1) monoclonal antibody directed against the fibroblast growth factor receptor type 3 (FGFR3), with potential antineoplastic activity. Upon intravenous administration, vofatamab specifically binds to and inhibits both wild-type and mutated forms of FGFR3. This may result in the inhibition of FGFR3 phosphorylation, and thereby preventing its activation and FGFR3-mediated signal transduction pathways. This results in the inhibition of cell proliferation and the induction of cell death in FGFR3-expressing tumor cells. FGFR3, a receptor tyrosine kinase upregulated or mutated in many tumor cell types, plays a key role in tumor cell proliferation."	
"DRUG-000470"		"curated"	"Vorinostat"	"L-001079038#MSK-390#SAHA#Suberanilohydroxamic Acid#suberoylanilide hydroxamic acid#Zolinza"	"clinical"		"C1796"	"A synthetic hydroxamic acid derivative with antineoplastic activity. Vorinostat, a second generation polar-planar compound, binds to the catalytic domain of the histone deacetylases (HDACs). This allows the hydroxamic moiety to chelate zinc ion located in the catalytic pockets of HDAC, thereby inhibiting deacetylation and leading to an accumulation of both hyperacetylated histones and transcription factors. Hyperacetylation of histone proteins results in the upregulation of the cyclin-dependant kinase p21, followed by G1 arrest. Hyperacetylation of non-histone proteins such as tumor suppressor p53, alpha tubulin, and heat-shock protein 90 produces additional anti-proliferative effects. This agent also induces apoptosis and sensitizes tumor cells to cell death processes. Vorinostat crosses the blood-brain barrier."	"L01XH01"
"DRUG-016979"		"curated"	"Vorsetzumab Mafodotin"	"Anti-CD70 MoAb SGN70-MMAF Conjugate#SGN 75#SGN-75#VORSETUZUMAB MAFODOTIN"	"clinical"	"CD70"	"C88315"	"An antibody-drug conjugate (ADC) consisting of a humanized monoclonal antibody, directed against the extracellular domain of the human CD70 molecule, conjugated to the auristatin analogue monomethyl auristatin phenylalanine (MMAF), with potential antineoplastic activity. The anti-CD70 antibody moiety of vorsetuzumab mafodotin selectively binds to the extracellular domain of CD70 on tumor cell surfaces. Upon internalization, the MMAF moiety is released, binds to tubulin and inhibits its polymerization, which may result in G2/M phase arrest, tumor cell apoptosis and inhibition of cellular proliferation in tumor cells that overexpress CD70. CD70, the ligand for the costimulatory receptor CD27 and a member of the tumor necrosis factor (TNF) family, is found on the surfaces of various types of cancer cells."	
"DRUG-002432"		"curated"	"Voruciclib"	"P1446A-05"	"clinical"	"CDK4#CDK6"	"C141430"	"A cyclin-dependent kinase (CDK) inhibitor with potential antineoplastic activity. Upon administration, voruciclib selectively inhibits cyclin-dependent kinase 4 (CDK4) and 6 (CDK6). This inhibits retinoblastoma (Rb) protein phosphorylation early in the G1 phase, which prevents CDK-mediated G1-S phase transition and leads to cell cycle arrest. This suppresses DNA replication and decreases tumor cell proliferation. CDK4 and 6 are serine/threonine kinases that are upregulated in many tumor cell types and play a key role in the regulation of cell cycle progression."	
"DRUG-000244"		"curated"	"Vosaroxin"	"AG-7352#SNS 595#SNS-595#SPC 595#Voreloxin"	"clinical"		"C95148"	"A small molecule and a naphthyridine analogue with antineoplastic activity. Vosaroxin intercalates into DNA in a site-specific manner and blocks the re-ligation process carried out by topoisomerase II during DNA replication. As a result, inhibition of DNA replication, RNA and protein synthesis occurs, followed by cell cycle arrest at G2 phase and induced p53-independent apoptosis. This agent shows a favorable toxicity profile in several aspects: it does not generate reactive oxygen species, as do anthracyclines, hence reducing the risk of cardiotoxicity; it is not a P-glycoprotein (P-gp) substrate, and thereby evades the common mechanism for multidrug resistance; and it has limited distribution to normal tissues and a more chemically stable molecular structure."	"L01XX53"
"DRUG-001188"		"curated"	"WNT974"	"Porcupine Inhibitor WNT974#LGK974#PORCN inhibitor LGK974#WNT-974#WNT974"	"clinical"	"PORCN"	"C116860"	"An orally available inhibitor of porcupine (PORCN), with potential antineoplastic activity. Upon oral administration, WNT974 binds to and inhibits PORCN in the endoplasmic reticulum (ER), which blocks post-translational acylation of Wnt ligands and inhibits their secretion. This prevents the activation of Wnt ligands, interferes with Wnt-mediated signaling, and inhibits cell growth in Wnt-driven tumors. Porcupine, a membrane-bound O-acyltransferase (MBOAT), is required for the palmitoylation of Wnt ligands, and plays a key role in Wnt ligand secretion and activity. Wnt signaling is dysregulated in a variety of cancers."	
"DRUG-004387"		"curated"	"WT1/PRAME/Survivin-specific Cytotoxic T-lymphocytes"	"WT1/PRAME/Survivin-specific CTLs"	"clinical"	"PRAME#WT1#BIRC5"	"C162764"	"A preparation of  cytotoxic T-lymphocytes (CTLs) specifically reactive to the tumor-associated antigens (TAAs) human Wilms tumor protein (WT1), preferentially expressed antigen of melanoma (PRAME; melanoma antigen preferentially expressed in tumors; Opa-interacting protein 4; OIP-4), and survivin (baculoviral IAP repeat-containing protein 5; BIRC5), with potential immunomodulating and antineoplastic activities. Upon collection of peripheral blood mononuclear cells (PBMCs), these cells are stimulated with antigen presenting cells (APCs) pulsed with WT1, PRAME and survivin peptides; reactive T-cells are selectively expanded. Upon administration of the WT1/PRAME/Survivin-specific CTLs, these T-cells induce a CTL-mediated response against tumor cells expressing WT1, PRAME, or survivin, leading to tumor cell lysis and inhibition of tumor cell proliferation. WT1, PRAME, and survivin, are expressed on certain tumor cell types and play key roles in tumor cell proliferation and survival."	
"DRUG-007779"		"curated"	"WT1/PRAME/Survivin-specific T-cells MANA-312"	"MANA 312#MANA-312#MANA312#Multi-antigen-specific T-cells MANA 312#WT1/PRAME/Survivin-specific T Cells MANA-312"	"clinical"	"PRAME#WT1#BIRC5"	"C179500"	"A preparation of off-the-shelf (OTS) donor-derived T-lymphocytes that are reactive to multiple tumor-associated antigens (TAAs), with potential immunomodulating and antineoplastic activities. T-cells derived from allogeneic donor leukocytes are stimulated with monocyte-derived dendritic cells (DCs) that are pulsed with a mix of peptides derived from the three TAAs Wilms tumor 1 (WT1), preferentially expressed antigen of melanoma (PRAME; melanoma antigen preferentially expressed in tumors; Opa-interacting protein 4; OIP-4) and survivin (baculoviral IAP repeat-containing protein 5; BIRC5). The antigen-specific T-cells are subsequently expanded. Upon administration of WT1/PRAME/survivin-specific T-cells MANA 312, the T-cells recognize, induce a T-cell mediated immune response in and induce lysis of tumor cells that express WT1, PRAME and/or survivin. In addition, tumor cell lysis induces the release of a broader set of tumor antigens, thereby further stimulating the immune system to exert an anti-tumor T-cell-mediated immune response. WT1, PRAME and survivin, overexpressed in a variety of tumor cell types, play key roles in tumor cell proliferation."	
"DRUG-000179"		"curated"	"Warfarin"	"3-Alpha-phenyl-beta-acetylethyl-4-hydroxycoumarin#Athrombin-K#Co-Rax#Compound 42#Coumadin#Marevan#Panwarfin#Prothromadin#Rodex#Tintorane#Waran#WARF compound 42#Warfarin Sodium#Warfilone"	"clinical"		"C945"	"A synthetic anticoagulant. Warfarin inhibits the regeneration of vitamin K1 epoxide and so the synthesis of vitamin K dependent clotting factors, which include Factors II, VII, IX and X, and the anticoagulant proteins C and S. This inhibition results in a sequential depression of Factors VII, IX, X and II activities. Vitamin K is an essential cofactor for the post ribosomal synthesis of the vitamin K dependent clotting factors. The vitamin promotes the biosynthesis of gamma-carboxyglutamic acid residues in these proteins which are essential for biological activity."	"B01AA03"
"DRUG-007373"		"curated"	"Wnt-C59"	"Porcupine Inhibitor Wnt-C59#C59#PORCN Inhibitor Wnt-C59#Wnt C59#Wnt Inhibitor Wnt-C59#Wnt-C59#WntC59"	"clinical"	"PORCN"	"C176794"	"An orally bioavailable inhibitor of porcupine (PORCN), with potential antineoplastic activity. Upon oral administration, PORCN inhibitor Wnt-C59 specifically targets, binds to and inhibits PORCN in the endoplasmic reticulum (ER), which blocks post-translational acylation of Wnt ligands and inhibits their secretion. This prevents the activation of Wnt ligands, interferes with Wnt-mediated signaling, and inhibits cell growth in Wnt-driven tumors. Porcupine, a membrane-bound O-acyltransferase (MBOAT), is required for the palmitoylation of Wnt ligands, and plays a key role in Wnt ligand secretion and activity. Wnt signaling is dysregulated in a variety of cancers."	
"DRUG-008036"		"curated"	"XB002"	"Anti-tissue Factor Antibody-drug Conjugate XB002#Anti-TF ADC XB002#Anti-TF Antibody-drug Conjugate XB002#Anti-TF ZLA ADC XB002#ICON-2#Tissue Factor-targeting Antibody-drug Conjugate XB002#XB 002#XB-002#XB002"	"clinical"	"F3"	"C181018"	"An antibody-drug conjugate (ADC) comprised of a monoclonal antibody against human tissue factor (TF) conjugated via a linker to an auristatin payload, with potential antineoplastic activity. Upon administration of anti-TF ADC XB002, the anti-TF antibody moiety binds to cell surface TF and is internalized. After internalization of the agent, the auristatin moiety is released. It then binds to tubulin and inhibits its polymerization, which results in G2/M phase arrest and induces apoptosis of TF-expressing tumor cells. TF, a transmembrane protein and an initiator of the coagulation cascade, is overexpressed in many tumor cells and tumor-resident endothelial cells. Expression of TF is correlated with metastasis, angiogenesis, tumor cell growth and tumor-associated thrombosis. The anti-TF antibody in XB002 does not affect coagulation."	
"DRUG-002153"		"curated"	"XMT-1522"	"ADC XMT-1522#Anti-HER2 ADC XMT-1522#XMT-1522#Anti-HER2/Auristatin Payload Antibody-drug Conjugate XMT-1522"	"clinical"	"ERBB2"	"C132112"	"An antibody-drug conjugate (ADC) composed of HT-19, a monoclonal antibody directed against the human epidermal growth factor receptor 2 (ERBB2; HER2), conjugated, via a proprietary biodegradable, hydrophilic polymer backbone and various linkers, to proprietary auristatin-derived payload molecules (about 15 per antibody), with potential antineoplastic activity. Upon administration of anti-HER2/auristatin payload ADC XMT-1522, the antibody moiety targets and binds to a unique epitope in the extracellular domain (ECD) of HER2. Upon internalization, cleavage and release of the cytotoxic molecules, the auristatin-derived molecules bind to tubulin and inhibit its polymerization, which results in G2/M phase arrest and induces apoptosis of HER2-expressing tumor cells. The attachment of multiple auristatin molecules to the backbone enables XMT-1522 to effectively kill tumors that express relatively low amounts of the HER2 protein; therefore, this agent shows increased therapeutic potential in tumors with low HER2 expression compared to other anti-HER2 antibody-based therapies. The polymer-based proprietary platform optimizes delivery of the cytotoxic drug payload and improves drug solubility."	
