"id"	"newId"	"status"	"name"	"synonyms"	"id@ncit"	"def@ncit"
"DRUG-000431"		"ok"	"Selpercatinib"	"LOXO-292#RET Inhibitor LOXO-292#RET Kinase Inhibitor LOXO-292#Retevmo#WHO 10967"	"C134987"	"An orally bioavailable selective inhibitor of wild-type, mutant and fusion products involving the proto-oncogene receptor tyrosine kinase rearranged during transfection (RET), with potential antineoplastic activity. Upon oral administration, selpercatinib selectively binds to and targets wild-type RET as well as various RET mutants and RET-containing fusion products. This results in an inhibition of cell growth of tumors cells that exhibit increased RET activity. In addition, selpercatinib targets, binds to and inhibits vascular endothelial growth factor receptor 1 (VEGFR1) and 3 (VEGFR3), and fibroblast growth factor receptor 1 (FGFR1), 2 (FGFR2), and 3 (FGFR3). RET overexpression, activating mutations, and fusions result in the upregulation and/or overactivation of RET tyrosine kinase activity in various cancer cell types; dysregulation of RET activity plays a key role in the development and progression of these cancers."
"DRUG-000432"		"ok"	"Selumetinib"	"ARRY-142886#AZD-6244 Hydrogen Sulfate#AZD6244#AZD6244 Hydrogen Sulfate#AZD6244 Hydrogen Sulphate#Koselugo#MEK inhibitor AZD6244#Selumetinib Sulfate#Selumetinib Sulphate"	"C66939"	"An orally active, small molecule with potential antineoplastic activity. Selumetinib is an ATP-independent inhibitor of mitogen-activated protein kinase kinase (MEK or MAPK/ERK kinase) 1 and 2. MEK 1 and 2 are dual specificity kinases that are essential mediators in the activation of the RAS/RAF/MEK/ERK pathway, are often upregulated in various cancer cells, and are drivers of diverse cellular responses, including proliferation. Inhibition of both MEK1 and 2 by selumetinib prevents the activation of MEK1/2 dependent effector proteins and transcription factors, thereby leading to an inhibition of cellular proliferation in various cancers."
"DRUG-008155"		"ok"	"Semaxanib"	"Semoxind#SU 5416#SU5416#Sugen 5416"	"C1831"	"A quinolone derivative with potential antineoplastic activity. Semaxanib reversibly inhibits ATP binding to the tyrosine kinase domain of vascular endothelial growth factor receptor 2 (VEGFR2), which may inhibit VEGF-stimulated endothelial cell migration and proliferation and reduce the tumor microvasculature. This agent also inhibits the phosphorylation of the stem cell factor receptor tyrosine kinase c-kit, often expressed in acute myelogenous leukemia cells."
"DRUG-000156"		"ok"	"Semuloparin"	"AVE-5026#AVE5026#Phosphazene Depolymerization)#ULMW heparin AVE5026#Ultralow-Molecular-Weight Heparin AVE5026"	"C78447"	"An ultralow-molecular-weight heparin (ULMWH) (Mw: 2000-3000 daltons)consisting of a polydisperse mixture of oligomeric heparin fragments with potential anticoagulant activity. Ultralow-molecular-weight heparin AVE5026 binds to and activates antithrombin III (ATIII), which may result in the inhibition of activated factor Xa and, to a much lesser extent, factor IIa (thrombin) and so the inhibition of fibrin formation. Compared to low-molecular-weight heparins (LMWHs), AVE5026 exhibits an even higher ratio of anti-Factor Xa to anti-Factor IIa activity (>30:1). Compared to unfractionated heparins, the use of LMWHs is associated with lower incidences of major bleeding, osteoporosis and heparin-induced thrombocytopenia. Like LMWHs, this agent may inhibit tumor growth by regulating angiogenesis and apoptosis. AVE5026 is prepared by partial depolymerization of unfractionated porcine mucosal heparin."
"DRUG-018181"		"ok"	"Serabelisib"	"INK1117#MLN-1117#MLN1117#TAK-117#TAK 117"	"C98844"	"An orally bioavailable inhibitor of the class I phosphoinositide 3-kinase (PI3K) alpha isoform with potential antineoplastic activity. Serabelisib selectively inhibits PI3K alpha kinase, including mutations of PIK3CA, in the PI3K/Akt/mTOR pathway, which may result in tumor cell apoptosis and growth inhibition in PI3K alpha-expressing tumor cells. By specifically targeting class I PI3K alpha, this agent may be more efficacious and less toxic than pan PI3K inhibitors. Dysregulation of the PI3K/Akt/mTOR pathway is frequently found in solid tumors and results in promoting tumor cell growth, survival, and resistance to chemotherapy and radiotherapy; PIK3CA, one of the most highly mutated oncogenes, encodes the p110-alpha catalytic subunit of the class I PI3K."
"DRUG-014979"		"ok"	"Seribantumab"	"MM-121#SAR 256212"	"C78859"	"A fully human monoclonal antibody directed against the human epidermal growth factor receptor ErbB3 (Her3) with potential antineoplastic activity. Seribantumab binds to and inhibits ErbB3 activation, which may result in inhibition of ErbB3-dependent PI3K/Akt signaling and so inhibition of cellular proliferation and differentiation. ErbB3, a member of the epidermal growth factor receptor (EGFR) family of receptor tyrosine kinases, is frequently overexpressed in solid tumors, including breast, lung, and colorectal tumors of epithelial origin; it has no active kinase domain itself but is activated through heterodimerization with other members of the EGFR receptor family that do."
"DRUG-004896"		"ok"	"Setanaxib"	"GKT-137831|GKT-831|GKT 137831|GKT 831|GKT137831|GKT831"	"C166721"	"An orally bioavailable inhibitor of the nicotinamide adenine dinucleotide phosphate (NADPH) oxidases (NOX) 1 and 4, with potential anti-inflammatory, anti-fibrotic and antineoplastic activities. Upon oral administration, setanaxib targets, binds to and inhibits the activity of NOX1 and NOX4. This inhibits NOX1- and NOX4- mediated signal transduction pathways, thereby reducing inflammation and fibrosis. By targeting NOX4-overexpressing cancer-associated fibroblasts (CAFs) in the tumor microenvironment (TME), setanaxib may also inhibit myofibroblastic activation and enhance both the penetration of tumor-infiltrating lymphocytes (TILs) and antitumor T-cell immune responses. The NOX enzymes NOX1 and NOX4 primarily produce reactive oxygen species (ROS), which plays important roles in cellular signaling processes that regulate cell proliferation, differentiation and migration, and inflammation and fibrosis."
"DRUG-000433"		"ok"	"Siltuximab"	"anti-IL-6 chimeric monoclonal antibody#cCLB8#CNTO-328#CNTO 328#Sylvant"	"C61084"	"A chimeric, human-murine, monoclonal antibody targeting the pro-inflammatory cytokine interleukin 6 (IL-6), with antitumor and anti-inflammatory activities. Upon intravenous administration of siltuximab, this agent targets and binds to IL-6. This inhibits the binding of IL-6 to the IL-6 receptor (IL-6R), which results in the blockade of the IL-6/IL-6R-mediated signal transduction pathway. This inhibits cancer cell growth in tumors overexpressing IL-6."
"DRUG-002204"		"ok"	"Sintilimab"	"Anti-PD-1 Monoclonal Antibody IBI308#Anti-PDCD1 Monoclonal Antibody IBI308#IBI 308#IBI308"	"C132992"	"A recombinant human monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed cell death 1 (PD-1; PDCD1; PD1), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, sintilimab binds to PD-1 and inhibits the binding of PD-1 to the PD-1 ligands programmed cell death-1 ligand 1 (PD-L1), and PD-1 ligand 2 (PD-L2). This prevents the activation of PD-1 and its downstream signaling pathways. This may restore immune function through the activation of both T-cells and T-cell-mediated immune responses against tumor cells. PD-1, a transmembrane protein in the immunoglobulin (Ig) superfamily expressed on activated T-cells, negatively regulates T-cell activation and effector function when activated by its ligands; it plays an important role in tumor evasion from host immunity."
"DRUG-000229"		"ok"	"Sipuleucel-T"	"APC8015#APC8015 Vaccine#Provenge#SipT"	"C1985"	"A cell-based vaccine composed of autologous antigen-presenting peripheral blood mononuclear cells (enriched for a dendritic cell fraction) that have been exposed to a recombinant protein consisting of granulocyte-macrophage colony-stimulating factor (GM-CSF) fused to prostatic-acid phosphatase (PAP), a protein expressed by prostate cancer cells.  Upon administration, the vaccine may stimulate an antitumor T-cell response against tumor cells expressing PAP. (NCI05)"
"DRUG-001115"		"ok"	"Siremadlin"	"HDM201#NVP-HDM 201"	"C116325"	"An orally bioavailable human double minute 2 homolog (HDM2) inhibitor with potential antineoplastic activity. Siremadlin inhibits the binding of the HDM2 protein to the transcriptional activation domain of the tumor suppressor protein p53. By preventing this HDM2-p53 interaction, the proteasome-mediated enzymatic degradation of p53 is inhibited, which may result in the restoration of both p53 signaling and p53-mediated induction of tumor cell apoptosis. HDM2, a zinc finger protein and negative regulator of the p53 pathway, is often overexpressed in cancer cells and has been implicated in cancer cell proliferation and survival."
"DRUG-000157"		"ok"	"Sirolimus"	"AY 22989#RAPA#Rapamune#rapamycin#SILA 9268A#WY-090217"	"C1212"	"A natural macrocyclic lactone produced by the bacterium Streptomyces hygroscopicus, with immunosuppressant properties. In cells, sirolimus binds to the immunophilin FK Binding Protein-12 (FKBP-12) to generate an immunosuppressive complex that binds to and inhibits the activation of the mammalian Target Of Rapamycin (mTOR), a key regulatory kinase. This results in inhibition of T lymphocyte activation and proliferation that occurs in response to antigenic and cytokine (IL-2, IL-4, and IL-15) stimulation and inhibition of antibody production. (NCI04)"
"DRUG-000434"		"ok"	"Sonidegib"	"Erismodegib#LDE-225#LDE225#Odomzo#Smoothened Antagonist LDE225"	"C82385"	"An orally bioavailable small-molecule smoothened (Smo) antagonist with potential antineoplastic activity. Sonidegib selectively binds to the hedgehog (Hh)-ligand cell surface receptor Smo, which may result in the suppression of the Hh signaling pathway and, so, the inhibition of tumor cells in which this pathway is abnormally activated. The Hh signaling pathway plays an important role in cellular growth, differentiation and repair. Inappropriate activation of Hh pathway signaling and uncontrolled cellular proliferation, as is observed in a variety of cancers, may be associated with mutations in the Hh-ligand cell surface receptor Smo."
"DRUG-000435"		"ok"	"Sorafenib"	"BA4 43 9006#Bay-439006#BAY 43-9006#BAY 43-9006 Tosylate#BAY 54-9085#Nexavar#sorafenib tosylate"	"C61948"	"A synthetic compound targeting growth signaling and angiogenesis. Sorafenib blocks the enzyme RAF kinase, a critical component of the RAF/MEK/ERK signaling pathway that controls cell division and proliferation; in addition, sorafenib inhibits the VEGFR-2/PDGFR-beta signaling cascade, thereby blocking tumor angiogenesis."
"DRUG-000230"		"ok"	"Sotorasib"	"AMG-510#AMG 510#AMG510#Lumakras"	"C154287"	"An orally available inhibitor of the specific KRAS mutation, p.G12C, with potential antineoplastic activity. Upon oral administration, sotorasib selectively targets, binds to and inhibits the activity of the KRAS p.G12C mutant. This may inhibit growth in KRAS p.G12C-expressing tumor cells. The KRAS p.G12C mutation is seen in some tumor cell types and plays a key role in tumor cell proliferation."
"DRUG-000436"		"ok"	"Spartalizumab"	"PDR-001#PDR001"	"C121625"	"A humanized monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed death-1 (PD-1, PCD-1), with immune checkpoint inhibitory and antineoplastic activities. Upon administration, spartalizumab binds to PD-1 expressed on activated T-cells and blocks the interaction with its ligands, programmed cell death 1 ligand 1 (PD-L1, PD-1L1) and PD-1 ligand 2 (PD-L2, PD-1L2). The inhibition of ligand binding prevents PD-1-mediated signaling and results in both T-cell activation and the induction of T-cell-mediated immune responses against tumor cells. PD-1, an immunoglobulin (Ig) superfamily transmembrane protein and inhibitory receptor, negatively regulates T-cell activation."
"DRUG-000437"		"ok"	"Spebrutinib"	"AVL-292#CC-292"	"C97037"	"An orally bioavailable, selective inhibitor of Bruton's agammaglobulinemia tyrosine kinase (BTK), with potential antineoplastic activity. Upon administration, spebrutinib targets and covalently binds to BTK, thereby preventing its activity. By irreversibly inhibiting BTK, administration of this agent may lead to an inhibition of B cell receptor (BCR) signaling and may inhibit cell proliferation of B-cell malignancies. BTK, a cytoplasmic tyrosine kinase and member of the Tec family of kinases, plays an important role in B lymphocyte development, activation, signaling, proliferation and survival."
"DRUG-000231"		"ok"	"Streptozocin"	"Streptozotocin#STZ#U-9889#U 9889#Zanosar"	"C845"	"A methylnitrosourea antineoplastic antibiotic isolated from the bacterium Streptomyces achromogenes.  Streptozocin alkylates DNA, forming inter-strand DNA cross-links and inhibiting DNA synthesis.  Due to its glucose moiety, this agent is readily taken up by pancreatic beta cells, inducing diabetes mellitus at high concentrations.  Unlike other nitrosoureas, streptozocin causes little myelosuppression. (NCI04)"
"DRUG-003844"		"ok"	"Sugemalimab"	"Anti-PD-L1 Monoclonal Antibody CS1001#Anti-PD-L1 Monoclonal Antibody WBP 3155#CS-1001#CS 1001#CS1001#WBP-315#WBP 315#WBP315"	"C154550"	"A fully human monoclonal antibody directed against the immunosuppressive ligand, programmed cell death-1 ligand 1 (PD-L1; cluster of differentiation 274; CD274), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, sugemalimab specifically targets and binds to PD-L1, blocking its binding to and activation of its receptor, programmed cell death 1 (PD-1). This reverses T-cell inactivation caused by PD-1/PD-L1 signaling and enhances the cytotoxic T-lymphocyte (CTL)-mediated anti-tumor immune response against PD-L1-expressing tumor cells. PD-L1 is overexpressed by many human cancer cell types. PD-L1 binding to PD-1 on T-cells suppresses the immune system and results in immune evasion. PD-1, a transmembrane protein belonging to the immunoglobulin superfamily expressed on activated T-cells, is a negative regulator of the immune system that limits the expansion and survival of CD8-positive T-cells. Anti-PD-L1 monoclonal antibody CS1001 mirrors natural immunoglobulin G4 (IgG4), potentially reducing immunogenicity and other toxicities."
"DRUG-000003"		"ok"	"Sunitinib"	"SU011248#SU11248#sunitinib malate#Sutent"	"C71622"	"An indolinone derivative and tyrosine kinase inhibitor with potential antineoplastic activity. Sunitinib blocks the tyrosine kinase activities of vascular endothelial growth factor receptor 2 (VEGFR2), platelet-derived growth factor receptor b (PDGFRb), and c-kit, thereby inhibiting angiogenesis and cell proliferation.  This agent also inhibits the phosphorylation of Fms-related tyrosine kinase 3 (FLT3), another receptor tyrosine kinase expressed by some leukemic cells."
"DRUG-000438"		"ok"	"Tacrolimus"	"FK 506#Fujimycin#Hecoria#Prograf#Protopic"	"C1311"	"A macrolide isolated from Streptomyces tsukubaensis. Tacrolimus binds to the FKBP-12 protein and forms a complex with calcium-dependent proteins, thereby inhibiting calcineurin phosphatase activity and resulting in decreased cytokine production. This agent exhibits potent immunosuppressive activity in vivo and prevents the activation of T-lymphocytes in response to antigenic or mitogenic stimulation. Tacrolimus possesses similar immunosuppressive properties to cyclosporine, but is more potent."
"DRUG-000439"		"ok"	"Tafasitamab"	"Monjuvi#MOR-00208#MOR00208#MOR208#Tafasitamab-cxix#XmAb5574"	"C95768"	"An Fc engineered, humanized anti-CD19 monoclonal antibody directed against the B-cell-specific membrane protein CD19 with potential immunostimulating and antineoplastic activities.Tafasitamab targets and binds to CD19, thereby depleting and eliminating CD19-expressing B-cells. The modified Fc region of XmAb5574 increases binding affinity to Fc-gamma receptors of effector cells and thereby enhances antibody-dependent cellular cytotoxicity (ADCC) and antibody-dependent cell-mediated phagocytosis (ADCP). CD19 is widely expressed during B-cell development, from pro-B-cell to early plasma cell stages."
"DRUG-000646"		"ok"	"Taladegib"	"LY-2940680#LY2940680"	"C103826"	"An orally bioavailable small molecule antagonist of the Hedgehog (Hh)-ligand cell surface receptor smoothened (Smo) with potential antineoplastic activity. Taladegib inhibits signaling that is mediated by the Hh pathway protein Smo, which may result in a suppression of the Hh signaling pathway and may lead to the inhibition of the proliferation of tumor cells in which this pathway is abnormally activated. The Hh signaling pathway plays an important role in cellular growth, differentiation and repair; constitutive activation of this pathway is associated with uncontrolled cellular proliferation and has been observed in a variety of cancers."
"DRUG-000440"		"ok"	"Talazoparib"	"BMN-673#BMN 673"	"C95733"	"An orally bioavailable inhibitor of the nuclear enzyme poly(ADP-ribose) polymerase (PARP) with potential antineoplastic activity. Talazoparib selectively binds to PARP and prevents PARP-mediated DNA repair of single strand DNA breaks via the base-excision repair pathway. This enhances the accumulation of DNA strand breaks, promotes genomic instability and eventually leads to apoptosis. PARP catalyzes post-translational ADP-ribosylation of nuclear proteins that signal and recruit other proteins to repair damaged DNA and is activated by single-strand DNA breaks."
"DRUG-000232"		"ok"	"Talimogene Laherparepvec"	"Imlygic#JS1 34.5-hGMCSF 47- pA-#OncoVEX GM-CSF#T-VEC"	"C61314"	"An ICP34.5, ICP47-deleted, oncolytic herpes simplex type-1 virus (HSV-1) based on the JS1 strain, and encoding the immunostimulating factor human cytokine granulocyte-macrophage colony stimulating factor (GM-CSF) with potential immunostimulating and antineoplastic activities. Upon intratumoral injection, talimogene laherparepvec selectively infects and replicates in tumor cells, thereby inducing tumor cell lysis. In addition, GM-CSF attracts dendritic cells (DCs) and may stimulate a cytotoxic T cell response against tumor cells, which results in immune-mediated tumor cell death. Deletion of the gene encoding for ICP34.5 provides tumor selectivity and prevents replication in healthy cells. As ICP47 blocks antigen presentation in HSV-infected cells, deletion of this gene may induce a more potent antitumor immune response in the tumor cells. Additionally, deletion of ICP47 causes increased expression of the HSV US11 gene and allows US11 to be expressed as an immediate early and not a late gene. This further enhances the degree of viral replication and oncolysis of tumor cells."
"DRUG-000441"		"ok"	"Tamibarotene"	"Am-80#Am80#INNO-507#Retinobenzoic Acid#SY-1425#TM-411#TOS-80T#Z-208"	"C71025"	"An orally active, synthetic retinoid, developed to overcome all-trans retinoic acid (ATRA) resistance, with potential antineoplastic activity. As a specific retinoic acid receptor (RAR) alpha/beta agonist, tamibarotene is approximately ten times more potent than ATRA in inducing cell differentiation and apoptosis in HL-60 (human promyelocytic leukemia) cell lines in vitro. Due to a lower affinity for cellular retinoic acid binding protein (CRABP), tamibarotene may show sustained plasma levels compared to ATRA. In addition, this agent may exhibit a lower toxicity profile than ATRA, in part, due to the lack of affinity for the RAR-gamma receptor, the major retinoic acid receptor in the dermal epithelium."
"DRUG-000442"		"ok"	"Tamoxifen"	"Apo-Tamox#Clonoxifen#Dignotamoxi#Ebefen#Emblon#Estroxyn#Fentamox#Gen-Tamoxifen#Genox#ICI-46474#Jenoxifen#Kessar#Ledertam#Lesporene#Nolgen#Noltam#Nolvadex#Nolvadex-D#Nourytam#Novo-Tamoxifen#Novofen#Noxitem#Oestrifen#Oncotam#PMS-Tamoxifen#Soltamox#TAM#Tamax#Tamaxin#Tamifen#Tamizam#Tamofen#Tamoxasta#tamoxifen citrate#Tamoxifeni Citras#Zemide"	"C62078"	"An antineoplastic nonsteroidal selective estrogen receptor modulator (SERM).  Tamoxifen competitively inhibits the binding of estradiol to estrogen receptors, thereby preventing the receptor from binding to the estrogen-response element on DNA.  The result is a reduction in DNA synthesis and cellular response to estrogen.  In addition, tamoxifen up-regulates the production of transforming growth factor B (TGFb), a factor that inhibits tumor cell growth, and down-regulates insulin-like growth factor 1 (IGF-1), a factor that stimulates breast cancer cell growth."
"DRUG-010060"		"ok"	"Tandutinib"	"CT53518#MLN 518#MLN518"	"C48404"	"A piperazinyl quinazoline receptor tyrosine kinase inhibitor with antineoplastic activity. Tandutinib inhibits the autophosphorylation of FLT3 (FMS-Like Tyrosine kinase-3), c-KIT and PDGF (platelet-derived growth factor) receptor tyrosine kinases, thereby inhibiting cellular proliferation and inducing apoptosis."
"DRUG-001913"		"ok"	"Tapotoclax"	"AMG 176"	"C127817"	"An inhibitor of induced myeloid leukemia cell differentiation protein MCL-1 (myeloid cell leukemia-1), with potential pro-apoptotic and antineoplastic activities. Upon administration, tapotoclax binds to and inhibits the activity of MCL-1. This disrupts the formation of MCL-1/Bcl-2-like protein 11 (BCL2L11; BIM) complexes and induces apoptosis in tumor cells. MCL-1, an anti-apoptotic protein belonging to the Bcl-2 family of proteins, is upregulated in cancer cells and promotes tumor cell survival."
"DRUG-017735"		"ok"	"Tarextumab"	"MoAb OMP-59R5#OMP-59R5#OMP 59R5"	"C95719"	"A monoclonal antibody directed against the Notch receptor with potential antineoplastic activity. Tarextumab binds to Notch on the cell surface, thereby inhibiting Notch-mediated signaling and gene transcription, which may impede tumor angiogenesis. Notch receptors are important for cell-cell communication, which involves gene regulation mechanisms that control multiple cell differentiation processes during embryonic and adult life. Dysregulated Notch signaling is implicated in many diseases including T-ALL (T-cell acute lymphoblastic leukemia), CADASIL (Cerebral Autosomal Dominant Arteriopathy with Sub-cortical Infarcts and Leukoencephalopathy), MS (Multiple Sclerosis), and many other disease states."
"DRUG-007269"		"ok"	"Tarlatamab"	"AMG-757|AMG 757|AMG757|Anti-DLL3 x Anti-CD3 BiTE AMG 757|Bispecific T-cell Engager Antibody AMG 757|BiTE Antibody AMG 757|DLL3/CD3-directed Bispecific T-cell Engager Antibody AMG 757"	"C175858"	"A bispecific T-cell engager (BiTE) antibody composed of two single-chain variable fragments (scFv), one directed against the tumor-associated antigen (TAA) delta-like protein 3 (DLL3) fused to one that is directed against the CD3 antigen found on T-lymphocytes, with potential immunostimulating and antineoplastic activities. Upon administration, tarlatamab binds to both the CD3 antigen on cytotoxic T-lymphocytes (CTLs) and the DLL3 antigen found on DLL3-expressing tumor cells. This activates and redirects CTLs to DLL3-expressing tumor cells, which results in the CTL-mediated cell death of DLL3-expressing tumor cells. DLL3, a Notch pathway protein, is overexpressed on a variety of cancer cell types. It plays a key role in embryonic development and in tumor initiation and proliferation."
"DRUG-001202"		"ok"	"Taselisib"	"GDC-0032#RO5537381"	"C116876"	"An orally bioavailable inhibitor of the class I phosphatidylinositol 3-kinase (PI3K) alpha isoform (PIK3CA), with potential antineoplastic activity. Taselisib selectively inhibits PIK3CA and its mutant forms in the PI3K/Akt/mTOR pathway, which may result in tumor cell apoptosis and growth inhibition in PIK3CA-expressing tumor cells. By specifically targeting class I PI3K alpha, this agent may be more efficacious and less toxic than pan PI3K inhibitors. Dysregulation of the PI3K/Akt/mTOR pathway is frequently found in solid tumors and causes increased tumor cell growth, survival, and resistance to both chemotherapy and radiotherapy. PIK3CA, which encodes the p110-alpha catalytic subunit of the class I PI3K, is mutated in a variety of cancer cell types and plays a key role in cancer cell growth and invasion."
"DRUG-000233"		"ok"	"Taxane Analogue TPI 287"	"TPI 287"	"C48424"	"A synthetic, third generation taxane with potential antineoplastic activity. TPI 287 binds to tubulin and stabilizes microtubules, resulting in inhibition of microtubule assembly/disassembly dynamics, cell cycle arrest at the G2/M phase, and apoptosis."
"DRUG-000158"		"ok"	"Tazemetostat"	"E7438#EPZ-6438#EPZ6438"	"C107506"	"An orally available, small molecule selective and S-adenosyl methionine (SAM) competitive inhibitor of histone methyl transferase EZH2, with potential antineoplastic activity. Upon oral administration, tazemetostat selectively inhibits the activity of both wild-type and mutated forms of EZH2. Inhibition of EZH2 specifically prevents the methylation of histone H3 lysine 27 (H3K27). This decrease in histone methylation alters gene expression patterns associated with cancer pathways and results in decreased tumor cell proliferation in EZH2 mutated cancer cells. EZH2, which belongs to the class of histone methyltransferases (HMTs), is overexpressed or mutated in a variety of cancer cells and plays a key role in tumor cell proliferation."
"DRUG-000159"		"ok"	"Tbo-filgrastim"	"Filgrastim Biosimilar Tbo-filgrastim#Filgrastim XM02#Granix#XM02"	"C137803"	"A recombinant form of the endogenous cytokine human granulocyte colony-stimulating factor (G-CSF), with hematopoietic activity. Upon administration, tbo-filgrastim specifically binds to and activates G-CSF receptors, thereby controlling the production, differentiation, and function of neutrophilic granulocyte progenitors. This stimulates the proliferation of neutrophils and may decrease the duration and prevent the incidence of chemotherapy-induced neutropenia (CIN). The pharmacokinetic and pharmacodynamic profile of tbo-filgrastim is bioequivalent to filgrastim."
"DRUG-000160"		"ok"	"Tebentafusp"	"IMCgp100#ImmTAC-gp100#Kimmtrak#Monoclonal T-cell Receptor Anti-CD3 scFv Fusion Protein IMCgp100#Tebentafusp-tebn"	"C94208"	"A fusion protein containing a modified form of human T-cell receptor (TCR) specific for the gp100 antigen and fused to an anti-CD3 single-chain antibody fragment, with potential antineoplastic activity. Upon direct intratumoral administration of tebentafusp into the melanoma lesion, the TCR moiety of this agent targets and binds to the tumor associated antigen (TAA) gp100 presented on the melanoma tumor cell; the anti-CD3 fragment moiety binds to CD3- expressing T lymphocytes, thereby selectively cross-linking tumor cells and T-lymphocytes. This may lead to the recruitment of cytotoxic T lymphocytes (CTL) to the T lymphocyte/tumor cell aggregates and result in CTL-mediated death of gp100-expressing melanoma cancer cells."
"DRUG-000234"		"ok"	"Tebotelimab"	"Anti-PD-1/Anti-LAG-3 DART Protein MGD013#Bispecific DART Protein MGD013#Dual-affinity Retargeting Protein MGD013#MGD-013#MGD 013#MGD013#PD-1 x LAG-3 Bispecific DART Molecule MGD013#PD-1 x LAG-3 DART Molecule MGD013#PD-1 x LAG-3 DART Protein MGD013"	"C143957"	"An Fc-bearing, humanized antibody-like protein that specifically recognizes the immune checkpoint molecules programmed cell death 1 (PD-1; PD1; PDCD1; CD279; Programmed Death 1) and lymphocyte activation gene-3 (LAG-3; LAG3; CD223), with potential T-lymphocyte immunomodulatory and antineoplastic activities. Upon administration, tebotelimab specifically binds to both PD-1 and LAG-3, which are both expressed on T-cells. The dual blockade of the PD-1 and LAG-3 pathways enables potent activation of a cytotoxic T-lymphocyte (CTL)-mediated immune response against tumor cells. PD-1 and LAG-3 play key roles in suppressing T-cell activation."
"DRUG-000161"		"ok"	"Telotristat"		"C152549"	
"DRUG-000443"		"ok"	"Temozolomide"	"CCRG-81045#M & B 39831#M and B 39831#Methazolastone#RP-46161#SCH 52365#Temcad#Temodal#Temodar#Temomedac#TMZ"	"C1244"	"A triazene analog of dacarbazine with antineoplastic activity.  As a cytotoxic alkylating agent, temozolomide is converted at physiologic pH to the short-lived active compound, monomethyl triazeno imidazole carboxamide (MTIC). The cytotoxicity of MTIC is due primarily to methylation of DNA at the O6 and N7 positions of guanine, resulting in inhibition of DNA replication. Unlike dacarbazine, which is metabolized to MITC only in the liver, temozolomide is metabolized to MITC at all sites. Temozolomide is administered orally and penetrates well into the central nervous system. (NCI04)"
"DRUG-000444"		"ok"	"Temsirolimus"	"CCI-779#CCI-779 Rapamycin Analog#Cell Cycle Inhibitor 779#Rapamycin Analog#Rapamycin Analog CCI-779#Torisel"	"C1844"	"An ester analog of rapamycin. Temsirolimus binds to and inhibits the mammalian target of rapamycin (mTOR), resulting in decreased expression of mRNAs necessary for cell cycle progression and arresting cells in the G1 phase of the cell cycle. mTOR is a serine/threonine kinase which plays a role in the PI3K/AKT pathway that is upregulated in some tumors."
"DRUG-000964"		"ok"	"Tenalisib"	"RP-6530#RP 6530#RP6530"	"C113433"	"An orally active, highly selective, small molecule inhibitor of the delta and gamma isoforms of phosphoinositide-3 kinase (PI3K) with potential immunomodulating and antineoplastic activities. Upon administration, tenalisib inhibits the PI3K delta and gamma isoforms and prevents the activation of the PI3K/AKT-mediated signaling pathway. This may lead to a reduction in cellular proliferation in PI3K delta/gamma-expressing tumor cells. In addition, this agent modulates inflammatory responses through various mechanisms, including the inhibition of both the release of reactive oxygen species (ROS) from neutrophils and tumor necrosis factor (TNF)-alpha activity. Unlike other isoforms of PI3K, the delta and gamma isoforms are overexpressed primarily in hematologic malignancies and in inflammatory and autoimmune diseases. By selectively targeting these isoforms, PI3K signaling in normal, non-neoplastic cells is minimally impacted or not affected at all, which minimizes the side effect profile for this agent."
"DRUG-000445"		"ok"	"Teniposide"	"EPT#PTG#Thenylidene Lignan#Vehem#VM-26#VM 26#Vumon"	"C857"	"A semisynthetic derivative of podophyllotoxin with antineoplastic activity. Teniposide forms a ternary complex with the enzyme topoisomerase II and DNA, resulting in dose-dependent single- and double-stranded breaks in DNA, DNA: protein cross-links, inhibition of DNA strand religation, and cytotoxicity. This agent acts in the late S or early G phase of the cell cycle. (NCI04)"
"DRUG-000235"		"ok"	"Tesetaxel"	"DJ-927"	"C37451"	"A semi-synthetic, orally bioavailable taxane derivative with potential antineoplastic and antiangiogenic properties. Tesetaxel binds to and stabilizes tubulin, promoting microtubule assembly and thereby preventing microtubule depolymerization. This may lead to cell cycle arrest and an inhibition of cell proliferation. This agent may also inhibit pro-angiogenic factors such as vascular endothelial growth factor (VEGF). As it represents poor substrate for P-glycoprotein-related drug resistance mechanisms, this agent may be useful for treating multi-drug resistant tumors."
"DRUG-010632"		"ok"	"Tesevatinib"	"EXEL 7647#KD 019#KD019#XL647"	"C62496"	"An orally bioavailable small-molecule receptor tyrosine kinase (RTK) inhibitor with potential antineoplastic activity. Tesevatinib binds to and inhibits several tyrosine receptor kinases that play major roles in tumor cell proliferation and tumor vascularization, including epidermal growth factor receptor (EGFR; ERBB1), epidermal growth factor receptor 2 (HER2; ERBB2), vascular endothelial growth factor receptor (VEGFR), and ephrin B4 (EphB4). This may result in the inhibition of tumor growth and angiogenesis, and tumor regression."
